cargo,circunscripcion,departamento,partido,nombre,votos_esc,votos_pre,votos_partido_original,foto,perfil,participacion_politica,casa_politica,familia_apoyos,formula,sector,apoyo_presidencia_primera,apoyo_presidencia_segunda,observacion_adicional,asesor,corporacion,partido_corto,nombre_titulo,territorio_lectura,grupo_lista_id,votos_lista_grupo,votos_partido_visible,es_lider_lista,tipo_votacion,tiene_foto,foto_path,alerta_voto_individual,alerta_voto_partido,alerta_foto,orden_original
SENADO,NACIONAL,NORTE DE SANTANDER,PARTIDO ALIANZA VERDE,LUIS ALFONSO MEJIA NUEZ,64197.0,63005.0,,,Es co­mer­cian­te. Fue con­ce­jal de Cú­cu­ta en re­pre­sen­ta­ción del Par­ti­do Con­ser­va­dor.,"- concejal de Cúcuta electo - N/A votos
- Diputado 2015 electo - N/A votos
- Diputado 2019 electo - 26-080 votos",independiente,Independiente,,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Senado,Alianza Verde,Luis Alfonso Mejia Nuez,NACIONAL · NORTE DE SANTANDER,Senado | NACIONAL | NORTE DE SANTANDER | PARTIDO ALIANZA VERDE,,,True,Voto individual reportado,True,assets/fotos/223_luis_alfonso_mejia_nuez.png,OK,Sin voto de lista/partido,OK,223
SENADO,NACIONAL,NARIÑO,PARTIDO ALIANZA VERDE,CARLOS EDUARDO ENRIQUEZ CAICEDO,61321.0,62555.0,,,Estudió Gobierno y Relaciones Internacionales y tiene maestría en Derecho y Ciencia Política. Fue cónsul en Boston en el Gobierno de Iván Duque y director de la Agencia de Desarrollo Rural en Putumayo y en Nariño. Ex Viceministro de Transporte,No Registra,hijo de la conservadora de Nariño Ruth Caicedo,hijo de la conservadora de Nariño Ruth Caicedo,,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Senado,Alianza Verde,Carlos Eduardo Enriquez Caicedo,NACIONAL · NARIÑO,Senado | NACIONAL | NARIÑO | PARTIDO ALIANZA VERDE,,,True,Voto individual reportado,True,assets/fotos/224_carlos_eduardo_enriquez_caicedo.png,OK,Sin voto de lista/partido,OK,224
SENADO,NACIONAL,CORDOBA,PARTIDO CAMBIO RADICAL,EDGARDO MIGUEL ESPITIA CABRALES,131219.0,128153.0,1237090.0,,ABOGADO - GERENTE Y ESTRATEGA DE CAMPAÑA - GERENTE DE CIUDAD MONTERIA,NO REGISTRA,CHARISMO,"LA NUEVA OLA CORDOBESA, - HUGO KERGUELEN - FUAD CHAR - ALCALDES CORDOBESES","JOSE LUIS "" JOCHE"" ABDALA",DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Edgardo Miguel Espitia Cabrales,NACIONAL · CORDOBA,Senado | NACIONAL | CORDOBA | PARTIDO CAMBIO RADICAL,1237090.0,1237090.0,True,Voto individual reportado,True,assets/fotos/225_edgardo_miguel_espitia_cabrales.png,OK,OK,OK,225
SENADO,NACIONAL,CUNDINAMARCA,PARTIDO CAMBIO RADICAL,JOSE NICOLAS GOMEZ MEDINA,111765.0,110193.0,,,ADMINISTRADOR - ALCALDE DE GACHANCIPA - DIPUTADO DE LA ASAMBLEA DEPARTAMENTAL DE CUNDINAMARCA,GACHANCIPA - ALCALDE - - 3712 / DEPARTAMENTAL - DIPUTADO - - 23000 - 2021,,COALICION CAMBIO RADICAL - ALMA,NO TENIA FORMULA DEFINIDA,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Jose Nicolas Gomez Medina,NACIONAL · CUNDINAMARCA,Senado | NACIONAL | CUNDINAMARCA | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/226_jose_nicolas_gomez_medina.png,OK,Sin voto de lista/partido,OK,226
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLÍVAR,PARTIDO CAMBIO RADICAL,SELMEN DAVID ARANA CANO,94656.0,92294.0,,,"Cargo más alto: Representante a la Cámara (2026–presente). Región de influencia: Bolívar y Sucre. Afiliaciones políticas: Partido Conservador y Cambio Radical. Fue concejal de Magangué, Bolívar, por el Partido Conservador, y llegó a la Cámara 2026–2030 por Cambio Radical y ALMA.","Fue concejal de Magangué, Bolívar, por el Partido Conservador. Representante a la Cámara 2026–2030 por Cambio Radical y ALMA.",Casa Char y redes políticas caribeñas,"Cercanía con Yamil Arana Padauí, primo y gobernador de Bolívar. Está casado con una sobrina del exsenador de Cambio Radical Luis Eduardo Diazgranados.",Cambio Radical y ALMA,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Cambio Radical,Selmen David Arana Cano,BOLÍVAR,Cámara | TERRITORIAL | BOLÍVAR | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/227_selmen_david_arana_cano.png,OK,Sin voto de lista/partido,OK,227
SENADO,NACIONAL,CESAR,PARTIDO CAMBIO RADICAL,DIDIER LOBO CHINCHILLA,91265.0,90242.0,,,ADMINSITRADOR - CONCEJAL DE LA JAGUA DE IBIRICO - ALCALDE DE LA JAGUA DE IBIRICO - SENADOR DESDE 2018,LA JAGUA DE IBIRICO - CONCEJAL - - 2008 / LA JAGUA DE IBIRICO - ALCALDE - 8188 - 2012 / SENADOR - 70111 - 2022,CHARISMO,CHARISMO - SECTORES MINERO ENERGETICOS,"ASPIRANTES DE CESAR, MAGDALENA Y LA GUAJIRA",DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Didier Lobo Chinchilla,NACIONAL · CESAR,Senado | NACIONAL | CESAR | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/228_didier_lobo_chinchilla.png,OK,Sin voto de lista/partido,OK,228
SENADO,NACIONAL,ATLANTICO,PARTIDO CAMBIO RADICAL,GONZALO DIMAS BAUTE GONZALEZ,88327.0,83701.0,,,ADMINISTRADOR - SECREARIO DE RECREACION Y DEPROTE DE BARRANQUILLA - DIPUTADO ASAMBLEA DEPARTAMENTAL DEL ATLANTICO,DEPARTAMENTAL - DIPUTADO - 31000 - 2019,CHARISMO,CASA CHAR - COALICION ALMA,GERSEL PEREZ ALTAMIRANDA - MODESTO AGUILERA VIDES,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Gonzalo Dimas Baute Gonzalez,NACIONAL · ATLANTICO,Senado | NACIONAL | ATLANTICO | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/229_gonzalo_dimas_baute_gonzalez.png,OK,Sin voto de lista/partido,OK,229
SENADO,NACIONAL,MAGDALENA,PARTIDO CAMBIO RADICAL,CARLOS MARIO FARELO DAZA,71399.0,70503.0,,,ADMINSITRADOR - REPRESENTANTE A LA CAMARA - SENADOR,MAGDALENA - REPRESENTANTE - 56340 - 2019 / SENADOR - 84341 - 2022,CLAN FARELO,HECTOR SANTIAGO FARELO (PADRE) - ZUNILDA DAZA (MADRE) - DAVID FERNANDO FARELO DAZA (HERMANO) FAMILIA POLITICA - ALIANZA MAGADALENA SOMOS TODOS,NO TENIA FORMULA DEFINIDA,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Carlos Mario Farelo Daza,NACIONAL · MAGDALENA,Senado | NACIONAL | MAGDALENA | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/230_carlos_mario_farelo_daza.png,OK,Sin voto de lista/partido,OK,230
SENADO,NACIONAL,SANTANDER,PARTIDO CAMBIO RADICAL,NELSON JAVIER LOPEZ RODRIGUEZ,70221.0,70157.0,,,ECONOMISTA - DIRECTOR GENERAL DEL BANCO INMOBILIARIO DE FLORIDABLANCA - DIRECTOR TECNICO DE INGRESOS DE LA GOBERNACION DE SANTANDER,NO REGISTRA,,COALICION ALMA - SECTORES CRISTIANOS,NO TENIA FORMULA DEFINIDA,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Senado,Cambio Radical,Nelson Javier Lopez Rodriguez,NACIONAL · SANTANDER,Senado | NACIONAL | SANTANDER | PARTIDO CAMBIO RADICAL,,,True,Voto individual reportado,True,assets/fotos/231_nelson_javier_lopez_rodriguez.png,OK,Sin voto de lista/partido,OK,231
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,HERNAN DARIO CADAVID MARQUEZ,,,,,"Abogado
specialista en Derecho Público y Acciones Constitucionales
Maestría en Derechos Humanos, Derecho Internacional Humanitario (DIH)
Estudio de los Conflictos Armados
Director Jurídico de la Oficina del Alto Comisionado para la Paz (Sector Público Ejecutivo)","Senador de la República (Electo en 2026) 
Representante a la Cámara por Antioquia (2022–2026) - 56.244 votos",N/R,N/R,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Hernan Dario Cadavid Marquez,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/232_hernan_dario_cadavid_marquez.png,Sin voto individual,Sin voto de lista/partido,OK,232
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,JULIA CORREA NUTTIN,,,,,"Abogada
Especialista en Derecho de los Negocios
sesora Senior y Directora Jurídica Corporativa (Sector Privado)
Consultora de Firmas Jurídicas (Sector Privado)",Senadora de la República (Periodo 2026–2030),N/R,N/R,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Julia Correa Nuttin,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,,,False,Sin dato de votación,True,assets/fotos/233_julia_correa_nuttin.png,Sin voto individual,Sin voto de lista/partido,OK,233
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,MARIA CLARA POSADA CAICEDO,,,,,"formación técnica-profesional orientada a la estrategia política, la comunicación y el marketing electoral.
Estratega Política, Consultora y Columnista de Opinión (Sector Privado / Medios)
Contratista y Asesora Externa (Sector Público)",Senadora de la República (Periodo 2026–2030),N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Maria Clara Posada Caicedo,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,,,False,Sin dato de votación,True,assets/fotos/234_maria_clara_posada_caicedo.png,Sin voto individual,Sin voto de lista/partido,OK,234
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,ESTEBAN QUINTERO CARDONA,,,,,"Abogado
Especialista en Derecho Administrativo y Contratación Estatal
Maestría en Gobierno.","Senador de la República (electo para el período 2026-2030
Representante a la Cámara por Antioquia (2018-2022) - 57.916 votos
Diputado de la Asamblea Departamental de Antioquia (2012-2015)",(Quintero Villada),Rubén Darío Quintero Villada (PAPA),,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Esteban Quintero Cardona,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,,,False,Sin dato de votación,True,assets/fotos/235_esteban_quintero_cardona.png,Sin voto individual,Sin voto de lista/partido,OK,235
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,JUAN FERNANDO ESPINAL RAMIREZ,,,,,"Abogado
Especialista en Derecho Administrativo
Especialista en Gerencia Pública
Vicepresidente de la Comisión Quinta de la Cámara.
Coordinador de la UTL de la senadora Paola Holguín.
Secretario de Gobierno de El Peñol y asesor de Corantioquia","Representante a la Cámara por Antioquia (2022-2026) - 43.265 votos
Representante a la Cámara por Antioquia (2018-2022) - 57.835 votos",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Juan Fernando Espinal Ramirez,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,,,False,Sin dato de votación,True,assets/fotos/236_juan_fernando_espinal_ramirez.png,Sin voto individual,Sin voto de lista/partido,OK,236
SENADO,NACIONAL,ATLANTICO,PARTIDO CENTRO DEMOCRÁTICO,CARLOS MANUEL MEISEL VERGARA,,,,,"Politólogo profesional en Ciencias Políticas y Gobierno.
Especialista en Mercadeo
Magíster en Administración de Negocios (MBA)","Senador de la República (Periodo 2026–2030)
Senador de la República (Periodo 2022–2026)
Senador de la República (Periodo 2018–2022)",N/R,N/R,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Carlos Manuel Meisel Vergara,NACIONAL · ATLANTICO,Senado | NACIONAL | ATLANTICO | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/237_carlos_manuel_meisel_vergara.png,Sin voto individual,Sin voto de lista/partido,OK,237
SENADO,NACIONAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,ANDRES EDUARDO FORERO MOLINA,,,3044298.0,,"Economista
Adelantó estudios de Filosofía
Magíster en Gestión Públic","Senador de la República (Electo en 2026)
Representante a la Cámara por Bogotá (2022–2026)
Concejal de Bogotá (Dos periodos entre 2016 y 2021)",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Andres Eduardo Forero Molina,NACIONAL · BOGOTA D.C.,Senado | NACIONAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,3044298.0,3044298.0,True,Lista cerrada / sin voto individual,True,assets/fotos/238_andres_eduardo_forero_molina.png,Sin voto individual,OK,OK,238
SENADO,NACIONAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,RAFAEL NIETO LOAIZA,,,,,"Abogado
Especialización en Derecho Constitucional
reconocido experto e internacionalista en Derechos Humanos y Derecho Internacional Humanitario (DIH)
Consultor Internacional, Abogado Litigante y Analista de Opinión (Sector Privado)
Viceministro de Justicia de la Nación (Sector Público Ejecutivo)",Senador de la República (Periodo 2026–2030),N/R,N/R,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Rafael Nieto Loaiza,NACIONAL · BOGOTA D.C.,Senado | NACIONAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,3044298.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/239_rafael_nieto_loaiza.png,Sin voto individual,OK,OK,239
SENADO,NACIONAL,BOLIVAR,PARTIDO CENTRO DEMOCRÁTICO,ENRIQUE CABRALES BAQUERO,,,,,"Abogado
Especialista en Derecho Administrativo.
Maestría en Ciencias Económicas
Analista de la Auditoría General de la República (2017)
Alcalde encargado de Cúcuta en varias oportunidades
Director del DASSACU (salud de Cúcuta)
Liquidador del IDUC
Secretario de Desarrollo de Cúcuta","Senador de la República (2022–2026)
Representante a la Cámara por Bogotá (2018–2022) - 17.524 votos
Norte de Santander – Representante a la Cámara – elegido – 2010
Norte de Santander – Representante a la Cámara – reelegido – 2014",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Enrique Cabrales Baquero,NACIONAL · BOLIVAR,Senado | NACIONAL | BOLIVAR | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/240_enrique_cabrales_baquero.png,Sin voto individual,Sin voto de lista/partido,OK,240
SENADO,NACIONAL,BOYACA,PARTIDO CENTRO DEMOCRÁTICO,ZANDRA MARIA BERNAL RINCON,,,,,"Abogada
Especialista en Derecho Administrativo y del Estado.
Especialista en Derecho Minero y Petrolero.
Maestría en Derecho.
Alcaldesa Municipal de Socha, Boyacá (Periodo 2020–2023)
onsultora y Asesora Jurídica Independiente (Sector Privado / Gremios)
Asesora Legal de Entidades Territoriales / Empresas (Sector Público-Privado)","Senadora de la República electa para el período 2026-2030
Alcaldesa Municipal de Socha, Boyacá (Periodo 2020–2023)",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Zandra Maria Bernal Rincon,NACIONAL · BOYACA,Senado | NACIONAL | BOYACA | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/241_zandra_maria_bernal_rincon.png,Sin voto individual,Sin voto de lista/partido,OK,241
SENADO,NACIONAL,CASANARE,PARTIDO CENTRO DEMOCRÁTICO,JOSUE ALIRIO BARRERA RODRIGUEZ,,,,,"No tiene estudios universitarios
Comerciante, ganadero, domador de equinos y coleador","Senador de la República (Periodo 2026–2030)
Senador de la República (Periodo 2022–2026) - 83.000 votos
Gobernador del Departamento de Casanare (Periodo 2016–2019) - 5.000 votos.
Concejal del Municipio de Aguazul, Casanare (Circunscripción Municipal) para el periodo 2004–2007.",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Josue Alirio Barrera Rodriguez,NACIONAL · CASANARE,Senado | NACIONAL | CASANARE | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/242_josue_alirio_barrera_rodriguez.png,Sin voto individual,Sin voto de lista/partido,OK,242
SENADO,NACIONAL,CESAR,PARTIDO CENTRO DEMOCRÁTICO,CLAUDIA MARGARITA ZULETA MURGAS,,,,,"Optómetra
Abogada
Especialista en Gerencia de Empresas de Salud
Magíster en Administración de Empresas
Secretaria de Salud de Valledupar (2016–2018)","Senadora de la República (Periodo 2026–2030)
Diputada a la Asamblea Departamental del Cesar (2024–2025) - 184.046 votos",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Claudia Margarita Zuleta Murgas,NACIONAL · CESAR,Senado | NACIONAL | CESAR | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/243_claudia_margarita_zuleta_murgas.png,Sin voto individual,Sin voto de lista/partido,OK,243
SENADO,NACIONAL,MAGDALENA,PARTIDO CENTRO DEMOCRÁTICO,HONORIO MIGUEL HENRIQUEZ PINEDO,,,,,"Abogado
Especialista en Opinión Pública y Mercadeo Político","Senador de la República (Periodo 2026–2030)
Senador de la República (Periodo 2022–2026) - 47.232 votos
Senador de la República (Periodo 2018–2022)",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Honorio Miguel Henriquez Pinedo,NACIONAL · MAGDALENA,Senado | NACIONAL | MAGDALENA | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/244_honorio_miguel_henriquez_pinedo.png,Sin voto individual,Sin voto de lista/partido,OK,244
SENADO,NACIONAL,SANTANDER,PARTIDO CENTRO DEMOCRÁTICO,OSCAR LEONARDO VILLAMIZAR MENESES,,,,,"Abogado
Especialista en Derecho de los Negocios
Maestría en Derecho para el Urbanismo, Desarrollo Territorial y Sostenible.
Docente universitario.
Secretario General de la Gobernación de Santander.
Gobernador encargado de Santander.","Representante a la Cámara por Santander (2022-2026) - 51.598 votos
Representante a la Cámara por Santander (2018-2022) - 37.068 votos
Vicepresidente de la Cámara de Representantes (2019-2020)",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Oscar Leonardo Villamizar Meneses,NACIONAL · SANTANDER,Senado | NACIONAL | SANTANDER | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/245_oscar_leonardo_villamizar_meneses.png,Sin voto individual,Sin voto de lista/partido,OK,245
SENADO,NACIONAL,SUCRE,PARTIDO CENTRO DEMOCRÁTICO,MARIA ANGELICA GUERRA LOPEZ,,,,,"Arquitecta
Magíster en Diseño de Interiores
experiencia en diseño, planeación y ejecución de proyectos arquitectónicos",Senadora de la República (Periodo 2022–2026 / Reelecta 2026–2030),N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Maria Angelica Guerra Lopez,NACIONAL · SUCRE,Senado | NACIONAL | SUCRE | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/246_maria_angelica_guerra_lopez.png,Sin voto individual,Sin voto de lista/partido,OK,246
SENADO,NACIONAL,VALLE,PARTIDO CENTRO DEMOCRÁTICO,CHRISTIAN MUNIR GARCES ALJURE,,,,,"Administrador de Empresas
Especialista en Gerencia Social
Magíster en Pensamiento Estratégico y Prospectiva","Representante a la Cámara por el Valle del Cauca (Periodo 2026–2030)
Representante a la Cámara por el Valle del Cauca (Periodo 2022–2026) - 41.600 votos.
Representante a la Cámara por el Valle del Cauca (Periodo 2018–2022) - 40.523 votos",N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Christian Munir Garces Aljure,NACIONAL · VALLE,Senado | NACIONAL | VALLE | PARTIDO CENTRO DEMOCRÁTICO,,,True,Sin dato de votación,True,assets/fotos/247_christian_munir_garces_aljure.png,Sin voto individual,Sin voto de lista/partido,OK,247
SENADO,NACIONAL,VALLE,PARTIDO CENTRO DEMOCRÁTICO,JUAN FERNANDO CAICEDO CALLEJAS,,,,,"No se evidenciaron estudios profesonales
Su perfil técnico se ha especializado en procesos de organización electoral, coordinación de convenciones, veedurías internas y estructuración de Unidades de Trabajo Legislativo (UTL).
Subdirector Político Nacional del Partido Centro Democrático (Cargo Reciente)
Asesor y Asistente en Unidades de Trabajo Legislativo (UTL)
Coordinador Operativo y Enlace de Juventudes / Convenciones",Representante a la Cámara por el Valle del Cauca (electo para el período 2026-2030),N/R,N/R,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Senado,Centro Democrático,Juan Fernando Caicedo Callejas,NACIONAL · VALLE,Senado | NACIONAL | VALLE | PARTIDO CENTRO DEMOCRÁTICO,,,False,Sin dato de votación,True,assets/fotos/248_juan_fernando_caicedo_callejas.png,Sin voto individual,Sin voto de lista/partido,OK,248
SENADO,NACIONAL,BOLIVAR,PARTIDO CONSERVADOR COLOMBIANO,NADYA GEORGETTE BLEL SCAFF,182648.0,178907.0,1842994.0,,"Abogada, se desempeñó como Asesora de Despacho en la Gobernación del Departamento de Bolívar, Es senadora desde 2014.[1] En 2026 obtuvo la mayor votación en las elecciones al Senado.[2] Entre el 25 de julio de 2024 al 16 de diciembre de 2025 fue presidenta del Partido Conservador.[3]convirtiéndose en la primera mujer en ocupar este cargo en la historia de la colectividad.","- Senadora 2014 electa - 54.565 votos
- Senadora 2018 electa - 73.250 votos
- Senadora 2022 electa - 175.006 votos",Vicente Blel Saad y la estructura política de la familia Blel,Vicente Blel Saad y la estructura política de la familia Blel,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Senado,Conservador,Nadya Georgette Blel Scaff,NACIONAL · BOLIVAR,Senado | NACIONAL | BOLIVAR | PARTIDO CONSERVADOR COLOMBIANO,1842994.0,1842994.0,True,Voto individual reportado,True,assets/fotos/249_nadya_georgette_blel_scaff.png,OK,OK,OK,249
SENADO,NACIONAL,CORDOBA,PARTIDO CONSERVADOR COLOMBIANO,WADITH ALBERTO MANZUR IMBETT,139668.0,134914.0,,,"Ingeniero Industrial de la Universidad de los Andes; estudios de posgrado y maestría en el Externado, durante varios años fue asesor de diferentes oficinas en el Senado de la República",- Representante a la camara 2018 electo - 71.550 votos,"Su padre, el exsenador Julio Manzur","Su padre, el exsenador Julio Manzur",,INDEPENDIENTE,No registra,No registra,Esta en la carcel,JULIAN,Senado,Conservador,Wadith Alberto Manzur Imbett,NACIONAL · CORDOBA,Senado | NACIONAL | CORDOBA | PARTIDO CONSERVADOR COLOMBIANO,,,True,Voto individual reportado,True,assets/fotos/250_wadith_alberto_manzur_imbett.png,OK,Sin voto de lista/partido,OK,250
SENADO,NACIONAL,ANTIOQUIA,PARTIDO CONSERVADOR COLOMBIANO,DANIEL RESTREPO CARMONA,122374.0,122380.0,,,"Abogado, se desarrolló como servidor público desde el año 2013 hasta el año 2015, renunciando para aspirar al concejo del municipio de Itagüí con tal solo 24 años, convirtiéndose en el concejal más joven para el año 2016.","- Concejal Itagui 2015 electo - 1.956 votos
- Concejal Itagui 2019 electo - 3.792 votos
- Camara de Representantes electo - 78.187 votos",Cercano a la estructura política del grupo conservador antioqueño encabezado por Juan Diego Gómez Jiménez.,no se identifica,,INDEPENDIENTE,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,no se identifica en redes sociales con algun candidato,JULIAN,Senado,Conservador,Daniel Restrepo Carmona,NACIONAL · ANTIOQUIA,Senado | NACIONAL | ANTIOQUIA | PARTIDO CONSERVADOR COLOMBIANO,,,True,Voto individual reportado,True,assets/fotos/251_daniel_restrepo_carmona.png,OK,Sin voto de lista/partido,OK,251
SENADO,NACIONAL,CORDOBA,PARTIDO CONSERVADOR COLOMBIANO,DAVID ALEJANDRO BARGUIL ASSIS,107546.0,106114.0,,,"Profesional en Finanzas, Gobierno y Relaciones Internacionales; estudios de posgrado en derecho y gestión pública, En 2014 fue elegido director del Partido Conservador con 33 años por lo que se convirtió en el director del partido más joven de la historia.","- Representante a la Camara 2010 electo - 48.142 votos 
- Representante a la Camara 2014 electo - 86.125 votos
- Senador 2018 electo - Conservador
146.095 votos",Nora García Burgos,Independiente,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Senado,Conservador,David Alejandro Barguil Assis,NACIONAL · CORDOBA,Senado | NACIONAL | CORDOBA | PARTIDO CONSERVADOR COLOMBIANO,,,False,Voto individual reportado,True,assets/fotos/252_david_alejandro_barguil_assis.png,OK,Sin voto de lista/partido,OK,252
SENADO,NACIONAL,TOLIMA,PARTIDO CONSERVADOR COLOMBIANO,MIGUEL ANGEL BARRETO CASTILLO,95221.0,95166.0,,,"Contador público, Fue Director financiero de Infibagué, cargo al cual renunció para coordinar la campaña del senador Juan Mario Laserna y una vez elegido coordinó la Unidad Técnica Legislativa,","- Camara de Representantes 2014 electo - 39.000 votos
- Senador 2018 electo - 68.000 votos
- Senador 2022 electo - 95.000 votos",Los Barreto,Los Barreto,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,no se identifica en redes sociales apoyo a segunda vuelta,JULIAN,Senado,Conservador,Miguel Angel Barreto Castillo,NACIONAL · TOLIMA,Senado | NACIONAL | TOLIMA | PARTIDO CONSERVADOR COLOMBIANO,,,True,Voto individual reportado,True,assets/fotos/253_miguel_angel_barreto_castillo.png,OK,Sin voto de lista/partido,OK,253
