cargo,circunscripcion,departamento,partido,nombre,votos_esc,votos_pre,votos_partido_original,foto,perfil,participacion_politica,casa_politica,familia_apoyos,formula,sector,apoyo_presidencia_primera,apoyo_presidencia_segunda,observacion_adicional,asesor,corporacion,partido_corto,nombre_titulo,territorio_lectura,grupo_lista_id,votos_lista_grupo,votos_partido_visible,es_lider_lista,tipo_votacion,tiene_foto,foto_path,alerta_voto_individual,alerta_voto_partido,alerta_foto,orden_original
CÁMARA DE REPRESENTANTES,TERRITORIAL,AMAZONAS,COLOMBIA RENACIENTE,ORLANDO RAYO ACOSTA,5598.0,5157.0,12406.0,,Fue elegido Consejero Mayor de la ONIC en 2021,DEPARTAMENTAL- REPRESENTANTE A LA CAMARA - 5157 - 2026,,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL (MAIS) / ORGANIZACION NACIONAL INDIGENA DE COLOMBIA (ONIC),NO TENIA FORMULA DEFINIDA,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,COLOMBIA RENACIENTE,Orlando Rayo Acosta,AMAZONAS,Cámara | TERRITORIAL | AMAZONAS | COLOMBIA RENACIENTE,12406.0,12406.0,True,Voto individual reportado,True,assets/fotos/001_orlando_rayo_acosta.png,OK,OK,OK,1
CÁMARA DE REPRESENTANTES,TERRITORIAL,AMAZONAS,PARTIDO LIBERAL COLOMBIANO,MONICA KARINA BOCANEGRA PANTOJA,8726.0,8691.0,10935.0,,ADMINISTRADORA PUBLICA - DIPUTADA DE LA ASAMBLEA DEPARTAMENTAL DEL AMAZONAS 2008 a 2019 - REPRESENTANTE A LA CAMARA 2022 s 2026.,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA- 8691 - 2026,BOCANEGRA,OSCAR SANCHEZ - Gobernador,NO TENIA FORMULA DEFINIDA,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,Liberal,Monica Karina Bocanegra Pantoja,AMAZONAS,Cámara | TERRITORIAL | AMAZONAS | PARTIDO LIBERAL COLOMBIANO,10935.0,10935.0,True,Voto individual reportado,True,assets/fotos/002_monica_karina_bocanegra_pantoja.png,OK,OK,OK,2
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,CREEMOS,LUIS GUILLERMO PATIO ARISTIZABAL,65683.0,67481.0,275967.0,,"Licenciado en Ciencias Sociales, Educación, Geografía e Historia, profesor, decano, académico, investigador, exsecretario de Educación de Medellín",No Registra,Federico Gutierrez,Federico Gutierrez,Ex diputado Andrés Bedoya,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,CREEMOS,Luis Guillermo Patio Aristizabal,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | CREEMOS,275967.0,275967.0,True,Voto individual reportado,True,assets/fotos/003_luis_guillermo_patio_aristizabal.png,OK,OK,OK,3
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,CREEMOS,SIMON MOLINA GOMEZ,61879.0,63812.0,,,"Admin. Ambiental. Fue subsecretario de Planeación Ambiental y luego de Servicios Públicos durante la alcaldía de Aníbal Gaviria en Medellín, ex seccretario privado de Federico Gutierrez",Concejal de Medellin 2015 - electo 8.839 votos,Federico Gutierrez,Federico Gutierrez,Juliana Gutierrez Zuluaga,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,CREEMOS,Simon Molina Gomez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | CREEMOS,275967.0,,False,Voto individual reportado,True,assets/fotos/004_simon_molina_gomez.png,OK,OK,OK,4
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PACTO HISTÓRICO,HERNAN MURIEL PEREZ,,,384136.0,,"Comunicador social, periodista digital, ciberactivista. Fundador y actual director del medio alternativo de comunicación Cofradía para el Cambio, Activista.",No Registra,No Registra,Cepeda,Sale en imagenes con Carolina Corcho,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,PACTO HISTÓRICO,Hernan Muriel Perez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PACTO HISTÓRICO,384136.0,384136.0,True,Lista cerrada / sin voto individual,True,assets/fotos/005_hernan_muriel_perez.png,Sin voto individual,OK,OK,5
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PACTO HISTÓRICO,LUZ VERONICA ESTRADA HOLGUIN,,,,,"Ingeniera de minas, con trayectoria académica y experiencia en temas de minería y desarrollo regional en Antioquia. Hizo parte de procesos de organización social de mineros tradicionales.",No Registra,No Registra,Cepeda,No Registra,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,tiene una investigacion por una presunta inhabilidad por un contrato en la DIAN,JULIAN,Cámara,PACTO HISTÓRICO,Luz Veronica Estrada Holguin,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PACTO HISTÓRICO,384136.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/006_luz_veronica_estrada_holguin.png,Sin voto individual,OK,OK,6
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PACTO HISTÓRICO,DAVID ALEJANDRO TORO RAMIREZ,,,,,"Admin. Publico con formación en pedagogía y administración, se ha desempeñado como , Defensor de derechos humanos
Gestor social, Conferencista, Activista en temas de víctimas del conflicto armado.",- Camara de Represntantes 2022 - electo por lista cerrada 224.586 votos,No Registra,Daniel Quintero,No Registra,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,"Enfrenta cuestionamientos generales por su alianza con Daniel Quintero, principalmente por presuntos conflictos de interés derivados de contratos y pautas publicitarias millonarias adjudicadas por la Alcaldía de Medellín a medios digitales vinculados a su esposa, hermano y allegados",JULIAN,Cámara,PACTO HISTÓRICO,David Alejandro Toro Ramirez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PACTO HISTÓRICO,384136.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/007_david_alejandro_toro_ramirez.png,Sin voto individual,OK,OK,7
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CAMBIO RADICAL,NATALY VELEZ LOPERA,29262.0,29911.0,115270.0,,"Ingeniera Administradora, Magíster en Gobierno y Políticas Públicas
Especialista en Gerencia Financiera, Docente vinculada a la Secretaría de Educación de Medellín en algunos periodos, Fue la concejal más votada de Medellín en la elección 2019","-Concejo Medellin 2015 - electa - lista cerrada
- Concejo Medellin 2019 - electa 20.002 votos",Independiente,Vargas LLeras,Carlos Fernando Motoa,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Cambio Radical,Nataly Velez Lopera,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CAMBIO RADICAL,115270.0,115270.0,True,Voto individual reportado,True,assets/fotos/008_nataly_velez_lopera.png,OK,OK,OK,8
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,ANDRES FELIPE GUERRA HOYOS,112510.0,114340.0,729807.0,,"Comunicador social, fue director de Fomento y Cultura del Politécnico Jaime Isaza Cadavid. En 2002 se convirtió en asesor del ministro de Transporte, Andrés Uriel Gallego. Con los años se ganó la confianza del ministro Gallego y en 2008 pasó a coordinar la oficina para alcaldes de ese ministerio, y luego a convertirse en su enlace en el Congreso.","- Senado 2010 - no electo 35 mil votos
- Diputado 2011 - electo 22 mil votos
- Gobernacion 2015 - no electo 107 mil votos
- Gobernacion 2019 - no electo 661.279 mil votos
- Senado 2022 - electo 67. 761 mil",Alvaro Uribe,Bernardo Guerra Serna,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Andres Felipe Guerra Hoyos,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,729807.0,True,Voto individual reportado,True,assets/fotos/009_andres_felipe_guerra_hoyos.png,OK,OK,OK,9
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,JOSE GREGORIO ORJUELA PEREZ,92192.0,92590.0,,,"Abogado especialista en Derecho Administrativo y Servicios Públicos, secretario de Gobierno de Rionegro entre 2017 y 2018 Su trayectoria política se ha construido principalmente en el Oriente Antioqueño.","- Concejal Rionegro 2008 – 20112012 – 2015
2016 – 2019.
- Diputado 2019 - electo 22.177 votos.
- Diputado 2023 - electo 22.810 votos.",Andres Rendon,Andres Rendon,Esteban Quintero,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Jose Gregorio Orjuela Perez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/010_jose_gregorio_orjuela_perez.png,OK,OK,OK,10
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,MELISSA ORREGO EUSSE,64212.0,63846.0,,,"Comunicadora social, ex directora de Comunicaciones en la Alcaldía de Bello y Secretaria de Adulto Mayor, secretaria de Medio Ambiente de Medellín durante la administración del alcalde Federico Gutiérrez.",No Registra,Andres Rendon,Andres Rendon,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Melissa Orrego Eusse,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/011_melissa_orrego_eusse.png,OK,OK,OK,11
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,OSCAR DARIO PEREZ PINEDA,51452.0,52682.0,,,"Contador público con estudio en tributación, ha sido secretario de Hacienda de Antioquia, gerente del Idea, trabajó en el sector privado por 15 años, fue profesor universitario.","- Camara de Representantes 1998 - electo 24.273 votos 
- Camara de Representantes 2002 - electo 42.502 votos.
- Senador 2006 - electo 34.189 votos
- Camara de Representantes 2010 - electo 56.000 votos.
- Camara de Rpresentantes 2014 - electo 74.000 votos
- Camara de Representante 2018 - electo 89.000 votos 
- Camara de Representante 2022 - electo 81.000 votos",Alvaro Uribe,Alvaro Uribe,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Oscar Dario Perez Pineda,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/012_oscar_dario_perez_pineda.png,OK,OK,OK,12
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,ANA LIGIA MORA MARTINEZ,42412.0,42955.0,,,"Ingeniera Ambiental, especialista en Alta Gerencia y especialista en Legislación Ambiental, Exsecretaria de Medio Ambiente de Medellín. Exdirectora de Corantioquia.","- Diputada 2012 - electo N/A votos 
- Gobernacion 2015 - no electo 236.000 votos
- Camara de Representantes 2018 - no electo 33.000 votos
- Camara de Representantes 2022 - no electo 50.000 votos",Alvaro Uribe,Alvaro Uribe,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Ana Ligia Mora Martinez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/013_ana_ligia_mora_martinez.png,OK,OK,OK,13
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,JUAN DAVID ZULUAGA ZULUAGA,38328.0,38730.0,,,"Abogado, fue reconocido en 2023 por la organización Colombia Líder como el segundo mejor alcalde del país durante su gestión en El Santuario. asistente en la Cámara de Representantes y contralor auxiliar en la Contraloría General de Antioquia.",- Alcaldia Santuario - electo 9.319 votos,Andres Rendon,Andres Rendon,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Juan David Zuluaga Zuluaga,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/014_juan_david_zuluaga_zuluaga.png,OK,OK,OK,14
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CENTRO DEMOCRÁTICO,JHON JAIRO BERRIO LOPEZ,37097.0,37290.0,,,"Admin. de empresas especialista en Mercadeo Gerencial, a sus 18 años fue concejal del municipio, estuvo en dos ocasiones, fue director de Talento Humano Docente de la Secretaría de Educación de Antioquia en 2016.","- Concejal de Donmatías: 1990-1992, 1998-2000 N/A votos
- Alcalde del Municipio de Donmatías: 2001-2003, 2008-2011 N/A votos 
- Camara de Representantes 2022 - electo 30.526",Alvaro Uribe,Alvaro Uribe,Alvaro Uribe,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Jhon Jairo Berrio Lopez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CENTRO DEMOCRÁTICO,729807.0,,False,Voto individual reportado,True,assets/fotos/015_jhon_jairo_berrio_lopez.png,OK,OK,OK,15
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CONSERVADOR COLOMBIANO,JAIME ALONSO CANO MARTINEZ,62590.0,63156.0,197893.0,,"Admin Publico, en el 2014 fue elegido por los Diputados del pais como presidente de la Confederacion de Asambleas y Diputados de Colombia .","- Alcaldia Santodomingo 1994 - electo N/A votos
- Diputado 2002 - electo N/A votos
- Diputado 2012 - electo N/A votos",Trujillo,Trujillo,Daniel Restrepo,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,Conservador,Jaime Alonso Cano Martinez,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CONSERVADOR COLOMBIANO,197893.0,197893.0,True,Voto individual reportado,True,assets/fotos/016_jaime_alonso_cano_martinez.png,OK,OK,OK,16
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO CONSERVADOR COLOMBIANO,LUIS MIGUEL LOPEZ ARISTIZABAL,45251.0,45850.0,,,"Profesional en negocios internacionales, Última ocupación antes de asumir la curul, Miembro de las juntas directivas de Central Mayorista de Antioquia, Fundación Central Mayorista y Red Antioquia Provida.",- Representante a la Camara 2022 - electo 49.237 votos,Los Marianos,Los Marianos,Jhonatan Tamayo,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Conservador,Luis Miguel Lopez Aristizabal,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO CONSERVADOR COLOMBIANO,197893.0,,False,Voto individual reportado,True,assets/fotos/017_luis_miguel_lopez_aristizabal.png,OK,OK,OK,17
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO LIBERAL COLOMBIANO,CAMILO ANDRES GOMEZ MOSQUERA,73045.0,72223.0,218660.0,,"Abogado, fue docente universitario y formó parte del Consejo Directivo de la Institución Universitaria de Envigado.",- Concejal de envigado 2023 - 4.600 votos 2023,Envigado,"Héctor Londoño Restrepo, Braulio Espinosa",Santiago Montoya,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Liberal,Camilo Andres Gomez Mosquera,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO LIBERAL COLOMBIANO,218660.0,218660.0,True,Voto individual reportado,True,assets/fotos/018_camilo_andres_gomez_mosquera.png,OK,OK,OK,18
CÁMARA DE REPRESENTANTES,TERRITORIAL,ANTIOQUIA,PARTIDO LIBERAL COLOMBIANO,DIVER NEY FRANCO TEJADA,58908.0,58805.0,,,"Admin. de empresas , Ha trabajado como líder político y gestor de campañas en Antioquia especialmente del equipo Renovacion",No Registra,Renovacion,Julian Bedoya,Maria Eugenia Lopera,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,Liberal,Diver Ney Franco Tejada,ANTIOQUIA,Cámara | TERRITORIAL | ANTIOQUIA | PARTIDO LIBERAL COLOMBIANO,218660.0,,False,Voto individual reportado,True,assets/fotos/019_diver_ney_franco_tejada.png,OK,OK,OK,19
CÁMARA DE REPRESENTANTES,TERRITORIAL,ARAUCA,PARTIDO CENTRO DEMOCRÁTICO,MANUEL ALEXANDER PEREZ RUEDA,16020.0,16038.0,26754.0,,"Admin Publico, su trayectoria que comenzó a nivel municipal (Tame) y que ha ido creciendo hasta llegar al Congreso.","- Alcaldia Tame 2015 - no electo 6.958 votos
-Gobernacion 2023 - no electo 40.853 votos",Independiente,Alvaro Uribe,Alvaro Uribe,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,JULIAN,Cámara,Centro Democrático,Manuel Alexander Perez Rueda,ARAUCA,Cámara | TERRITORIAL | ARAUCA | PARTIDO CENTRO DEMOCRÁTICO,26754.0,26754.0,True,Voto individual reportado,True,assets/fotos/020_manuel_alexander_perez_rueda.png,OK,OK,OK,20
CÁMARA DE REPRESENTANTES,TERRITORIAL,ARAUCA,PARTIDO LIBERAL COLOMBIANO,GERMAN ROGELIO ROZO ANIS,25041.0,24680.0,55056.0,,"Abogado, en 1998 fue el coordinador de la oficina municipal de Juventudes. Después, en 2004, llegó al Concejo y en 2007, cuando su periodo estaba a punto de terminar, empezó a dirigir el directorio liberal en el departamento.","- Diputado 1.141 votos - año 2011 no elcto
- Camara de representantes 12.348 votos - año 2022""",Rozo,"Grupo Galaxia( ehiana galeano, grupo confia y facundo castillo)",Jaime Duran,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,por definir candidato presidencia,JULIAN,Cámara,Liberal,German Rogelio Rozo Anis,ARAUCA,Cámara | TERRITORIAL | ARAUCA | PARTIDO LIBERAL COLOMBIANO,55056.0,55056.0,True,Voto individual reportado,True,assets/fotos/021_german_rogelio_rozo_anis.png,OK,OK,OK,21
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PACTO HISTÓRICO,JAIME ARTURO SANTAMARIA ACOSTA,,,278539.0,,abogado,atlantico- Representante a la cámara actual - lista cerrada 269.814,,,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,PACTO HISTÓRICO,Jaime Arturo Santamaria Acosta,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PACTO HISTÓRICO,278539.0,278539.0,True,Lista cerrada / sin voto individual,True,assets/fotos/022_jaime_arturo_santamaria_acosta.png,Sin voto individual,OK,OK,22
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PACTO HISTÓRICO,ANDREA CAMILA VARGAS DE LA HOZ,,,,,Abogada,atlantico- Representante a la cámara actual - lista cerrada 269.814,,,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,PACTO HISTÓRICO,Andrea Camila Vargas De La Hoz,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PACTO HISTÓRICO,278539.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/023_andrea_camila_vargas_de_la_hoz.png,Sin voto individual,OK,OK,23
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PARTIDO CAMBIO RADICAL,ESTEFANEL GUTIERREZ PEREZ,100777.0,96799.0,328513.0,,"Abogado
especialista en Derecho Constitucional
Líder Político",Barranquilla - Concejal - (13.871) - 2024 - 2025,CHAR,"Liderazgos comunitarios
Jóvenes y Organizaciones Sociales",,DERECHA,PALOMA VALENCIA,IVAN CEPEDA,,KARIM,Cámara,Cambio Radical,Estefanel Gutierrez Perez,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PARTIDO CAMBIO RADICAL,328513.0,328513.0,True,Voto individual reportado,True,assets/fotos/024_estefanel_gutierrez_perez.png,OK,OK,OK,24
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PARTIDO CAMBIO RADICAL,WELFRAN JUNIOR MENDOZA TORRES,84043.0,80513.0,,,Abogado,Asamblea Depratamental atlantico - Diputado - (2020 - 2023),CHAR,,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Cambio Radical,Welfran Junior Mendoza Torres,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PARTIDO CAMBIO RADICAL,328513.0,,False,Voto individual reportado,True,assets/fotos/025_welfran_junior_mendoza_torres.png,OK,OK,OK,25
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PARTIDO CAMBIO RADICAL,SAMIR EDUARDO RADI CHEMAS,59859.0,57482.0,,,"ingeniero industrial
Formación en Política y Gobernanza, Gobernabilidad, Emprendimiento Social y especialización/estudios en Nuevas Tecnologías, Innovación y Gestión de Ciudades","Concejal de Barranquilla - 11,428 votos - 2020 - 2023
Concejal de Barranquilla 2024 - 2027 - renunicó
Actual Representante a la Cámara (57,482) 2026 - 2030",CHAR,,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Cambio Radical,Samir Eduardo Radi Chemas,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PARTIDO CAMBIO RADICAL,328513.0,,False,Voto individual reportado,True,assets/fotos/026_samir_eduardo_radi_chemas.png,OK,OK,OK,26
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PARTIDO LIBERAL COLOMBIANO,JEZMI LIZETH BARRAZA ARRAUT,86628.0,83181.0,197619.0,,"Administración de Empresas
Diseño Gráfico
Especialización en Gerencia Pública y Mercadeo","Atlantico - Cámara de Representantes - 2018 - 2022 - 90.331 votos
Atlantico - Cámara de Representantes - 2022 - 2026 - 87.808 votos
Atlantico - Representante a la Cámara Actual - 83.181 votos","Casa Barraza
Clan Torres",Sergio Barraza Mora (Padre),Camilo Andres Torres Villalba,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,Liberal,Jezmi Lizeth Barraza Arraut,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PARTIDO LIBERAL COLOMBIANO,197619.0,197619.0,True,Voto individual reportado,True,assets/fotos/027_jezmi_lizeth_barraza_arraut.png,OK,OK,OK,27
CÁMARA DE REPRESENTANTES,TERRITORIAL,ATLANTICO,PARTIDO LIBERAL COLOMBIANO,CESAR ANTONIO BARRERA VERGARA,52440.0,49372.0,,,Ingeniero Electrónico,atlantico- Representante a la cámara actual - 49.372 votos,casa pulgar,Heidy Barrera (hemana) concejala U,,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,Liberal,Cesar Antonio Barrera Vergara,ATLANTICO,Cámara | TERRITORIAL | ATLANTICO | PARTIDO LIBERAL COLOMBIANO,197619.0,,False,Voto individual reportado,True,assets/fotos/028_cesar_antonio_barrera_vergara.png,OK,OK,OK,28
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,MOVIMIENTO SALVACIÓN NACIONAL,CAROL STEFANNY BORDA ACEVEDO,58760.0,58972.0,187344.0,,"Politóloga con maestría en dirección en gestión pública. Es cristiana y ha sido activista digital y política, Creó el colectivo “Empoderadas” y dirigió la Fund Nazer Colombia, uno de los movimientos que se oponen al aborto en el país. Trabajó en el MinInterior durante el gobierno Duque y ha asesorado a los concejales de Bta Clara Lucía Sandoval, Venus Albeiro Silva y Sara Castellanos.",No registra,Sara Castellanos,Abelardo de la Espriella,N/R,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,MOVIMIENTO SALVACIÓN NACIONAL,Carol Stefanny Borda Acevedo,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | MOVIMIENTO SALVACIÓN NACIONAL,187344.0,187344.0,True,Voto individual reportado,True,assets/fotos/029_carol_stefanny_borda_acevedo.png,OK,OK,OK,29
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,MARIA ANGELICA PRADA URIBE,,,921966.0,,Abogada con Magíster Derecho Internacional y Antropología / Creadora Digital - Vicepresidenta de mujeres de PD; Docente Universitaria; Jefa de la Oficina de Cooperación Internacional de Prosperidad Social,Candidata a Edil por PD de Chapinero en 2015 con 1374 votos,N/R,"concejal Rocío Dussán, hija del presidente de Colpensiones, Jaime Dussán; Cepeda, Gustavo Bolívar",Támara Argote,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,En 2024 fue nombrada como Consejera de Relaciones Exteriores pero el Consejo de Estado anuló su elección por no cumplir los requisios del cargo,LUZ MA,Cámara,PACTO HISTÓRICO,Maria Angelica Prada Uribe,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,921966.0,True,Lista cerrada / sin voto individual,True,assets/fotos/030_maria_angelica_prada_uribe.png,Sin voto individual,OK,OK,30
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,SEGUNDO CELIO NIEVES HERRERA,,,,,"Lic. en Biología con Postgrado en Planeación para la Educación Ambiental. ha sido sindicalista e Integrante de la Dirección del PD. Entre 2003-2007 fue Vicepresidente de la Federación Colombiana de Educadores,",Por PD ha sido; Excandidato a la Cámara con 18.183 votos; Concejal entre 2008-2011 con 20.250 votos; 2012–2015 con 13.629 votos: 2016-2019 con 19.737 votos y 2020-2023 con 18.616 votos.,N/R,"Gustavo Bolívar, Sindicato del Magisterio",N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Segundo Celio Nieves Herrera,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/031_segundo_celio_nieves_herrera.png,Sin voto individual,OK,OK,31
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,MARIA FERNANDA CARRASCAL ROJAS,,,,,"Profesional en Relaciones Internacionales. Esp. en Gobierno, Gerencia y Asuntos Públicos. Ha sido influenciadora digital y fundadora del El País Primero, mov . ciudadano buscó realizar consulta entre los candidatos Fajardo, Humberto de la Calle y Petro para elegir un único aspirante. Tbm creó el mov. Ideas por Bogotá.",Representante en 2022 por PH (Lista Cerrada),N/R,Petro - Gustavo Bolívar,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,Hija del fallecido sindicalista Santiago Carrascal quien organizó el paro campesino de 1987,LUZ MA,Cámara,PACTO HISTÓRICO,Maria Fernanda Carrascal Rojas,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/032_maria_fernanda_carrascal_rojas.png,Sin voto individual,OK,OK,32
